"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"3669","영화상영관","03_13_02_P","3220000","CDFF4220002000000021","2000-10-20","","01","영업/정상","13","영업중","","","","","","","135-811","서울특별시 강남구 논현동 1-3번지","서울특별시 강남구 도산대로 108  (논현동)","","클래식시네마스페이스(주)","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","201753.188497176","446003.445191841","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20001020","",
"3670","영화상영관","03_13_02_P","3220000","CDFF4220002000000022","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 LED 3관","2025-04-17 13:20:46","U","2025-04-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3671","영화상영관","03_13_02_P","3220000","CDFF4220002000000023","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 LED 4관","2025-05-08 09:51:10","U","2025-05-10 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3672","영화상영관","03_13_02_P","3220000","CDFF4220002000000024","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 르 리클라이너 5관","2025-05-08 09:51:35","U","2025-05-10 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3673","영화상영관","03_13_02_P","3220000","CDFF4220002000000025","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 르 리클라이너 6관","2025-05-19 08:43:04","U","2025-05-21 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3674","영화상영관","03_13_02_P","3220000","CDFF4220002000000026","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 르 리클라이너 7관","2025-05-08 09:51:23","U","2025-05-10 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3675","영화상영관","03_13_02_P","3220000","CDFF4220002000000027","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 르 리클라이너 8관","2025-05-19 08:42:11","U","2025-05-21 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3676","영화상영관","03_13_02_P","3220000","CDFF4220002000000028","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","MEGA｜MX4D관","2025-02-17 16:31:17","U","2025-02-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3677","영화상영관","03_13_02_P","3220000","CDFF4220002000000029","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 르 리클라이너 10관","2025-05-30 09:10:32","U","2025-06-01 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3678","영화상영관","03_13_02_P","3220000","CDFF4220002000000030","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 르 리클라이너 11관","2025-05-30 09:36:51","U","2025-06-01 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3679","영화상영관","03_13_02_P","3220000","CDFF4220002006000004","2006-07-04","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 602","서울특별시 강남구 압구정로30길 45, 지하2층, 지하5층 (신사동)","06022","CGV압구정 제4관","2025-04-24 09:28:49","U","2025-04-26 02:40:00","","202530.184769156","446900.961207356","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20060704","",
"3680","영화상영관","03_13_02_P","3220000","CDFF4220002006000005","2007-05-04","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 602","서울특별시 강남구 압구정로30길 45 (신사동)","","씨네 드 쉐프 B관","2025-04-22 08:44:48","U","2025-04-24 02:40:00","","202530.184769156","446900.961207356","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070504","",
"3681","영화상영관","03_13_02_P","3220000","CDFF4220002007000001","2007-02-08","","01","영업/정상","13","영업중","","","","","539-9407","","","서울특별시 강남구 역삼동 814-6 스타플렉스 6층","서울특별시 강남구 강남대로 438 (역삼동, 스타플렉스)","06123","CGV 강남제1관","2025-04-21 16:02:06","U","2025-04-23 02:40:00","","202262.457856142","444382.542260289","영화상영관","영화상영관","0","","","0","15","5","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070208","일반상업지역",
"3682","영화상영관","03_13_02_P","3220000","CDFF4220002000000031","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 102호 스위트룸","2025-02-17 16:50:42","U","2025-02-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3683","영화상영관","03_13_02_P","3220000","CDFF4220002000000032","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 103호 스위트룸","2025-02-17 16:53:33","U","2025-02-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3684","영화상영관","03_13_02_P","3220000","CDFF4220002000000033","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 더 부티크 스위트 104호","2025-02-17 16:58:02","U","2025-02-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3685","영화상영관","03_13_02_P","3220000","CDFF4220002000000034","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 더 부티크105호","2025-02-17 17:01:49","U","2025-02-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3686","영화상영관","03_13_02_P","3220000","CDFF4220002000000035","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 101호 스위트룸","2025-02-17 17:04:43","U","2025-02-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3687","영화상영관","03_13_02_P","3220000","CDFF4220002002000001","2002-04-25","","01","영업/정상","13","영업중","","","","","","","135-931","서울특별시 강남구 역삼동 814-6번지","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 1관","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","202262.457856142","444382.542260289","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425","",
"3688","영화상영관","03_13_02_P","3220000","CDFF4220002002000002","2002-04-25","","01","영업/정상","13","영업중","","","","","","","135-931","서울특별시 강남구 역삼동 814-6번지","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 2관","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","202262.457856142","444382.542260289","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425","",
"3689","영화상영관","03_13_02_P","3220000","CDFF4220002002000003","2002-04-25","","01","영업/정상","13","영업중","","","","","","","135-931","서울특별시 강남구 역삼동 814-6번지","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 3관","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","202262.457856142","444382.542260289","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425","",
"3690","영화상영관","03_13_02_P","3220000","CDFF4220002002000004","2002-04-25","","01","영업/정상","13","영업중","","","","","","","135-931","서울특별시 강남구 역삼동 814-6번지","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 4관","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","202262.457856142","444382.542260289","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425","",
"3691","영화상영관","03_13_02_P","3220000","CDFF4220002002000005","2002-04-25","","01","영업/정상","13","영업중","","","","","","","135-931","서울특별시 강남구 역삼동 814-6번지","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 시사실","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","202262.457856142","444382.542260289","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425","",
"3692","영화상영관","03_13_02_P","3220000","CDFF4220002002000011","2002-01-23","","01","영업/정상","13","영업중","","","","","753-0391","","","서울특별시 강남구 신사동 651-21","서울특별시 강남구 도산대로 323 (신사동)","06021","CGV 청담씨네시티 CINEMA SWEETBOX PREMIUM 관","2025-04-23 10:02:10","U","2025-04-25 02:40:00","","203205.416988211","446740.552934563","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123","",
"3693","영화상영관","03_13_02_P","3220000","CDFF4220002002000012","2002-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 651-21","서울특별시 강남구 도산대로 323 (신사동)","","CGV 청담씨네시티 1관(HEADPHONE)","2025-04-23 10:01:53","U","2025-04-25 02:40:00","","203205.416988211","446740.552934563","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123","",
